ID,EDO,MES,ANIO,MPIO,HORA,MINUTOS,DIA,DIASEMANA,URBANA,SUBURBANA,TIPACCID,AUTOMOVIL,CAMPASAJ,MICROBUS,PASCAMION,OMNIBUS,TRANVIA,CAMIONETA,CAMION,TRACTOR,FERROCARRI,MOTOCICLET,BICICLETA,OTROVEHIC,CAUSAACCI,CAPAROD,SEXO,ALIENTO,CINTURON,EDAD,CONDMUERTO,CONDHERIDO,PASAMUERTO,PASAHERIDO,PEATMUERTO,PEATHERIDO,CICLMUERTO,CICLHERIDO,OTROMUERTO,OTROHERIDO,TOTMUERTOS,TOTHERIDOS,CLASE,CALLE1,CALLE2,CARRETERA,LONGITUD,LATITUD,OID
1084913-999-0,1,1,2022,1,20,45,4,2,1,0,10,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,2,5,9,14,0,0,0,0,0,0,0,0,0,0,0,0,3,MARGARITA MAZA DE JUÁREZ,DOLORES CASTRO,,-102.2467679,21.84801042,1
1084913-999-1,1,1,2022,1,9,30,22,6,1,0,10,0,0,0,0,0,0,2,0,1,0,1,0,0,1,1,2,5,9,24,0,0,0,0,0,0,0,0,0,0,0,0,3,SIGLO XXI,GERÓNIMO DE LA CUEVA,,-102.26633129999999,21.92734872,2
1084913-999-10,1,1,2022,1,5,56,1,6,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,41,0,0,0,0,0,0,0,0,0,0,0,0,3,GUADALUPANO,FRENTE A COLONIA LOMA DORADA,,-102.24331509999999,21.92005919,3
1084913-999-100,1,1,2022,1,15,0,29,6,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,5,9,34,0,0,0,0,0,0,0,0,0,0,0,0,3,LUIS DONALDO COLOSIO,INDEPENDENCIA,,-102.2980666,21.92514903,4
1084913-999-101,1,1,2022,1,19,35,29,6,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,21,0,0,0,0,0,0,0,0,0,0,0,0,3,AVENIDA VALLARTA,VALLARTA,,-102.23536419999999,21.87809446,5
1084913-999-102,1,1,2022,1,0,15,30,7,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,4,9,41,0,0,0,0,0,0,0,0,0,0,0,0,3,GUADALUPE NÁJERA JIMÉNEZ,EL MEZQUITAL,GUADALUPE NÁJERA JIMÉNEZ,-102.1911786,21.83911622,6
1084913-999-103,1,1,2022,1,4,50,30,7,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,5,9,25,0,0,0,0,0,0,0,0,0,0,0,0,3,FRANCISCO I. MADERO,GENERAL MIGUEL BARRAGÁN,,-102.2862179,21.88383773,7
1084913-999-104,1,1,2022,1,21,58,30,7,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,34,0,0,0,1,0,0,0,0,0,0,0,1,2,GENERAL IGNACIO ZARAGOZA,FÉLIX DE LA PAZ,,-102.29694549999999,21.89382075,8
1084913-999-105,1,1,2022,1,23,0,30,7,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,ORBITA,ORBITA,,-102.2362032,21.88739744,9
1084913-999-106,1,1,2022,1,19,20,31,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,29,0,0,0,0,0,0,0,0,0,0,0,0,3,CULTURA OTOMÍ,LOMA DEL CARDENAL,,-102.2458961,21.91281975,10
1084913-999-107,1,1,2022,1,19,45,31,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,52,0,0,0,0,0,0,0,0,0,0,0,0,3,A ZACATECAS,HÉROE DE NACOZARI NORTE,,-102.2920553,21.91264419,11
1084913-999-108,1,1,2022,1,20,30,31,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4,9,37,0,0,0,0,0,0,0,0,0,0,0,0,3,JARDÍN DE GUADALUPE,PASEO JUAN DE TOLOSA,,-102.2892636,21.86424282,12
1084913-999-109,1,1,2022,1,15,47,3,1,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,2,5,9,53,0,0,0,0,0,1,0,0,0,0,0,1,2,TECNOLÓGICO,SOLIDARIDAD,,-102.246675,21.86868835,13
1084913-999-11,1,1,2022,1,7,10,1,6,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,9,32,0,0,0,0,0,0,0,0,0,0,0,0,3,CONVENCIÓN DE 1914 ORIENTE,1810,,-102.2732285,21.88824457,14
1084913-999-110,1,1,2022,1,18,50,4,2,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,2,5,9,25,0,0,0,0,0,1,0,0,0,0,0,1,2,SAN JOSÉ,PRIVADA RAFAEL,,-102.3112547,21.89912401,15
1084913-999-111,1,1,2022,1,17,30,7,5,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,5,9,40,0,0,0,0,0,1,0,0,0,0,0,1,2,GLORIETA EL QUIJOTE,LICENCIADO ADOLFO LÓPEZ MATEOS PONIENTE,,-102.2814777,21.87865404,16
1084913-999-112,1,1,2022,1,18,30,11,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,5,9,45,0,0,0,0,0,1,0,0,0,0,0,1,2,MARIANO ESCOBEDO,AGUASCALIENTES SUR,,-102.2728912,21.86002628,17
1084913-999-113,1,1,2022,1,13,15,14,5,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,5,9,45,0,0,0,0,0,1,0,0,0,0,0,1,2,GUADALUPANO,J. MARIO PANI,,-102.258833,21.90652191,18
1084913-999-114,1,1,2022,1,20,45,19,3,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,5,9,21,0,0,0,0,0,1,0,0,0,0,0,1,2,CONVENCIÓN,PASEO DE LA ASUNCIÓN,,-102.3011075,21.84965485,19
1084913-999-115,1,1,2022,1,10,40,20,4,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,5,8,37,0,0,0,0,1,0,0,0,0,0,1,0,1,ARTÍCULO PRIMERO,AGUASCALIENTES NORTE,,-102.28691620000001,21.91537351,20
1084913-999-116,1,1,2022,1,14,40,21,5,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,2,5,9,48,0,0,0,0,0,1,0,0,0,0,0,1,2,SAN FRANCISCO DE LOS VIVEROS,BETULIA,,-102.24368559999999,21.88117745,21
1084913-999-117,1,1,2022,1,18,10,24,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,1,0,0,0,0,0,1,2,SIGLO XXI,ENTRE FRACC. VILLAS DEL MEDITERRANEO Y FRACC. LOMA DORADA,,-102.35376099999999,21.85329225,22
1084913-999-118,1,1,2022,1,20,29,1,6,0,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,6,9,66,0,0,0,0,1,0,0,0,0,0,1,0,1,E.C. KM. 72 (OJUELOS - AGUASCALIENTES) - CALVILLITO,OJUELOS - AGUASCALIENTES,E.C. KM. 72 (OJUELOS - AGUASCALIENTES) - CALVILLITO,-102.1876469,21.84951378,23
1084913-999-119,1,1,2022,1,4,15,1,6,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,16,0,1,0,2,0,0,0,0,0,0,0,3,2,CONSTITUCION,FRENTE A RESIDENCIAL LAS PLAZAS,,-102.27877240000001,21.94165297,24
1084913-999-12,1,1,2022,1,9,20,1,6,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,5,9,22,0,0,0,0,0,0,0,0,0,0,0,0,3,JOSÉ MARÍA CHÁVEZ,AGUASCALIENTES SUR,,-102.2929799,21.858083999999998,25
1084913-999-120,1,1,2022,1,7,30,3,1,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,8,35,0,1,0,0,0,0,0,0,0,0,0,1,2,CONSTITUCIÓN,PASEO DE LA SOLIDARIDAD,,-102.28652220000001,21.91522082,26
1084913-999-121,1,1,2022,1,8,40,16,7,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,8,34,0,1,0,0,0,0,0,0,0,0,0,1,2,PROLONGACION CONSTITUCION,PROLONGACION CONSTITUCION,,-102.2785843,21.94202167,27
1084913-999-122,1,1,2022,1,17,12,20,4,1,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,5,9,21,0,1,0,1,0,0,0,0,0,0,0,2,2,GUADALUPANO,SIGLO XXI,,-102.2569997,21.90699071,28
1084913-999-123,1,1,2022,1,2,45,22,6,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,24,0,1,0,0,0,0,0,0,0,0,0,1,2,LICENCIADO ADOLFO RUÍZ CORTINES,PASEO DEL RÍO,,-102.319616,21.87119274,29
1084913-999-124,1,1,2022,1,1,0,29,6,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,8,30,0,1,0,0,0,0,0,0,0,0,0,1,2,PALMA,PALMA,,-102.3172389,21.88661199,30
1084913-999-125,1,1,2022,1,7,0,31,1,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,5,9,25,0,1,0,0,0,0,0,0,0,0,0,1,2,UNIVERSIDAD,GUADALUPE GONZÁLEZ,,-102.3107425,21.90934925,31
1084913-999-126,1,1,2022,1,4,0,1,6,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,23,0,0,0,0,0,0,0,0,0,0,0,0,3,AGUASCALIENTES SUR,BELISARIO DOMÍNGUEZ,,-102.30645990000001,21.85850578,32
1084913-999-127,1,1,2022,1,7,45,1,6,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,6,9,30,1,0,0,0,0,0,0,0,0,0,1,0,1,SIGLO XIX,AGUASCALIENTES ORIENTE,,-102.26946729999999,21.8951532,33
1084913-999-128,1,1,2022,1,9,30,1,6,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,19,0,0,0,0,0,0,0,0,0,0,0,0,3,CONSTITUCIÓN,VIÑEDOS SANTA RITA,,-102.27228509999999,21.95727637,34
1084913-999-129,1,1,2022,1,15,55,1,6,1,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,4,9,55,0,0,0,0,0,0,0,0,0,0,0,0,3,PETAMA,MARLIN PESCADOR,,-102.2434548,21.92334748,35
1084913-999-130,1,1,2022,1,19,20,1,6,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,5,9,21,0,0,0,0,0,0,0,0,0,0,0,0,3,AGUASCALIENTES PONIENTE,TIZIANO,,-102.317985,21.88005835,36
1084913-999-131,1,1,2022,1,1,50,4,2,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,25,0,0,0,0,0,0,0,0,0,0,0,0,3,AVENIDA DE LOS MAESTROS,AGUASCALIENTES PONIENTE,,-102.313997,21.85918077,37
1084913-999-132,1,1,2022,1,2,43,4,2,1,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,LICENCIADO MIGUEL DE LA MADRID HURTADO,LUIS DONALDO COLOSIO,,-102.31753409999999,21.92434594,38
1084913-999-133,1,1,2022,1,20,20,5,3,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,9,21,0,0,0,0,0,0,0,0,0,0,0,0,3,SIGLO XXI,GREGORIO RUÍZ VELAZCO,,-102.28644940000001,21.84566958,39
1084913-999-134,1,1,2022,1,14,50,6,4,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,23,0,0,0,0,0,0,0,0,0,0,0,0,3,QUINTA,AGUASCALIENTES SUR,,-102.3007092,21.86056375,40
1084913-999-135,1,1,2022,1,15,25,6,4,1,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,5,9,37,0,0,0,0,0,0,0,0,0,0,0,0,3,CONVENCIÓN DE 1914 ORIENTE,ALAMEDA,,-102.27256379999999,21.88418312,41
1084913-999-136,1,1,2022,1,17,45,6,4,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,5,9,23,0,0,0,0,0,0,0,0,0,0,0,0,3,LICENCIADO ADOLFO LÓPEZ MATEOS PONIENTE,HEROE DE NACOZARI,,-102.2814641,21.87852928,42
1084913-999-137,1,1,2022,1,1,40,7,5,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4,9,37,0,0,0,0,0,0,0,0,0,0,0,0,3,LICENCIADO MIGUEL DE LA MADRID HURTADO,MISIÓN DE SANTO TOMÁS,,-102.3215177,21.93191066,43
1084913-999-138,1,1,2022,1,2,30,7,5,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,GENERAL IGNACIO ZARAGOZA,MARGIL DE JESÚS,,-102.2999565,21.90330455,44
1084913-999-139,1,1,2022,1,13,10,7,5,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,SIGLO XXI,CONSTITUCION,,-102.2786871,21.94160807,45
1084913-999-14,1,1,2022,1,20,30,1,6,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,5,9,30,0,0,0,0,0,0,0,0,0,0,0,0,3,LAS AMÉRICAS,REPÚBLICA MEXICANA,,-102.3034825,21.86426443,46
1084913-999-140,1,1,2022,1,17,10,7,5,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,5,9,60,0,0,0,0,0,0,0,0,0,0,0,0,3,MANUEL GÓMEZ MORÍN,CONVENCIÓN DE 1914 NORTE,,-102.2856031,21.90254237,47
1084913-999-141,1,1,2022,1,18,0,7,5,1,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,BOULEVARD A SAN LUIS POTOSI,PRÓCERES DE LA ENSEÑANZA,,-102.2354517,21.86466268,48
1084913-999-142,1,1,2022,1,4,50,8,6,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4,9,25,0,0,0,0,0,0,0,0,0,0,0,0,3,LICENCIADO MIGUEL DE LA MADRID HURTADO,LICENCIADO MIGUEL DE LA MADRID,,-102.3244099,21.93622482,49
1084913-999-143,1,1,2022,1,6,0,8,6,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,GUADALUPANO,GUADALUPANO,,-102.24458359999998,21.91867228,50
1084913-999-144,1,1,2022,1,2,15,9,7,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,9,19,0,0,0,0,0,0,0,0,0,0,0,0,3,HEROICO COLEGIO MILITAR,GABRIELA MISTRAL,,-102.2810457,21.89641378,51
1084913-999-145,1,1,2022,1,13,8,9,7,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,22,0,0,0,0,0,0,0,0,0,0,0,0,3,AGUASCALIENTES SUR,IGNACIO VALTIERRA,,-102.2752526,21.86001423,52
1084913-999-146,1,1,2022,1,2,20,10,1,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,9,23,0,0,0,0,0,0,0,0,0,0,0,0,3,EL BAJÍO,JABONERA,,-102.2571745,21.89649454,53
1084913-999-147,1,1,2022,1,13,10,10,1,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,45,0,0,0,0,0,0,0,0,0,0,0,0,3,AGUASCALIENTES ORIENTE,PENSADORES MEXICANOS,,-102.2725932,21.90869625,54
1084913-999-148,1,1,2022,1,0,20,11,2,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,CONVENCIÓN DE 1914 PONIENTE,NIETO,,-102.3119804,21.87505783,55
1084913-999-149,1,1,2022,1,2,15,11,2,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,47,0,0,0,0,0,0,0,0,0,0,0,0,3,OJOCALIENTE,TECNOLÓGICO,,-102.25156770000001,21.87160442,56
1084913-999-15,1,1,2022,1,1,5,2,7,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,9,24,0,0,0,0,0,0,0,0,0,0,0,0,3,POLIDUCTO,SAN GABRIEL,,-102.2427502,21.87452952,57
1084913-999-150,1,1,2022,1,1,30,12,3,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,CONVENCIÓN DE 1914 ORIENTE,CIRCUITO DE LA VENDIMIA,,-102.2826082,21.90121805,58
1084913-999-151,1,1,2022,1,14,30,13,4,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,5,9,75,0,0,0,0,0,0,0,0,0,0,0,0,3,HÉROE DE NACOZARI SUR,AVENIDA DEL LAGO,,-102.28268840000001,21.85673924,59
1084913-999-152,1,1,2022,1,1,50,15,6,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,CONVENCIÓN DE 1914 SUR,FUENTE DE LAS CIBELES,,-102.2845895,21.86629192,60
1084913-999-154,1,1,2022,1,3,40,16,7,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,ARQUEROS,MISIÓN DE SANTAFE,,-102.26944240000002,21.86572491,61
1084913-999-155,1,1,2022,1,4,50,16,7,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,9,23,0,0,0,0,0,0,0,0,0,0,0,0,3,OJUELOS - AGUASCALIENTES,FRENTE A LA EMPRESA PROMINOX,,-102.2250662,21.86138517,62
1084913-999-156,1,1,2022,1,9,45,16,7,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,IGNACIO T. CHÁVEZ,MEDELLÍN,,-102.30747990000002,21.87010015,63
1084913-999-158,1,1,2022,1,16,40,17,1,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,9,70,0,0,0,0,0,0,0,0,0,0,0,0,3,CONVENCIÓN DE 1914 SUR,FELIPE ÁNGELES,,-102.2759286,21.86853998,64
1084913-999-159,1,1,2022,1,0,25,18,2,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,9,19,0,0,0,0,0,0,0,0,0,0,0,0,3,LICENCIADO ADOLFO RUÍZ CORTINES,AGUASCALIENTES PONIENTE,,-102.3186525,21.87157435,65
1084913-999-16,1,1,2022,1,1,30,2,7,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,9,27,0,0,0,0,0,0,0,0,0,0,0,0,3,PEDRO PARGA,VÁZQUEZ DEL MERCADO,,-102.29074759999999,21.88575735,66
1084913-999-160,1,1,2022,1,7,30,18,2,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,29,0,0,0,0,0,0,0,0,0,0,0,0,3,AGUASCALIENTES SUR,TULÚM,,-102.25547859999999,21.86013849,67
1084913-999-161,1,1,2022,1,0,15,19,3,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4,9,20,0,0,0,0,0,0,0,0,0,0,0,0,3,HÉROE DE NACOZARI NORTE,CONVENCIÓN DE 1914 NORTE,,-102.2883977,21.90178215,68
1084913-999-162,1,1,2022,1,3,30,19,3,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,25,0,0,0,0,0,0,0,0,0,0,0,0,3,AVENIDA DE LOS MAESTROS,AGUASCALIENTES PONIENTE,,-102.313997,21.85918077,69
1084913-999-163,1,1,2022,1,21,52,19,3,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,38,0,0,0,0,0,0,0,0,0,0,0,0,3,FRACCIONAMIENTO OJO CALIENTE - EL CONEJAL,AV. VALLARTA,,-102.2353689,21.87816765,70
1084913-999-164,1,1,2022,1,22,5,19,3,1,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,5,9,33,0,0,0,0,0,0,0,0,0,0,0,0,3,JESÚS MARÍA ROMO,JOSÉ MARÍA GUZMÁN HERNÁNDEZ,,-102.2832267,21.83149309,71
1084913-999-166,1,1,2022,1,0,30,21,5,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,HACIENDA NUEVA - UNIVERSIDAD LA CONCORDIA,,HACIENDA NUEVA - UNIVERSIDAD LA CONCORDIA,-102.357477,21.90668534,72
1084913-999-167,1,1,2022,1,0,55,21,5,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,9,17,0,0,0,0,0,0,0,0,0,0,0,0,3,OJOCALIENTE,CIENEGUILLAS,,-102.251087,21.87176428,73
1084913-999-168,1,1,2022,1,22,40,21,5,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,52,0,0,0,0,0,0,0,0,0,0,0,0,3,A ZACATECAS,FRENTE AL C.C. ALTARIA,,-102.2914925,21.92366678,74
1084913-999-169,1,1,2022,1,0,45,22,6,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,36,0,0,0,0,0,0,0,0,0,0,0,0,3,AYUNTAMIENTO,JOSEFA ORTIZ DE DOMÍNGUEZ,,-102.28835190000001,21.87070304,75
1084913-999-17,1,1,2022,1,11,15,2,7,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,30,0,0,0,0,0,0,0,0,0,0,0,0,3,JOSÉ MARÍA CHÁVEZ,AGUASCALIENTES SUR,,-102.2929799,21.858083999999998,76
1084913-999-170,1,1,2022,1,20,15,22,6,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,ANTIGUO CAMINO A SAN IGNACIO,RÍO LERMA,,-102.32337890000001,21.89872966,77
1084913-999-171,1,1,2022,1,0,30,23,7,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,9,24,0,0,0,0,0,0,0,0,0,0,0,0,3,EL MOLINO NORTE,IGNACIO ZARAGOZA,,-102.3084152,21.93448929,78
1084913-999-172,1,1,2022,1,1,40,23,7,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,69,0,0,0,0,0,0,0,0,0,0,0,0,3,DOCTOR MARIANO AZUELA,GENERAL EUGENIO AGUIRRE BENAVIDES,,-102.3091959,21.85299382,79
1084913-999-173,1,1,2022,1,5,20,23,7,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,9,27,0,0,0,0,0,0,0,0,0,0,0,0,3,HÉROE DE NACOZARI SUR,CONVENCIÓN DE 1914 SUR,,-102.28197490000001,21.86655278,80
1084913-999-174,1,1,2022,1,12,10,23,7,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,5,9,60,0,0,0,0,0,0,0,0,0,0,0,0,3,AGUASCALIENTES PONIENTE,ANTIGUO CAMINO A SAN IGNACIO,,-102.31704559999999,21.89850442,81
1084913-999-175,1,1,2022,1,13,7,23,7,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,9,38,0,0,0,0,0,0,0,0,0,0,0,0,3,AGUASCALIENTES ORIENTE,FRENTE A POLICIA ESTATAL,,-102.2566667,21.87789782,82
1084913-999-176,1,1,2022,1,16,29,23,7,1,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,5,9,21,0,0,0,0,0,0,0,0,0,0,0,0,3,ESTACIONAMIENTO DE SALON DE LOCOMOTORAS,ESTACIONAMIENTO DE SALON DE LOCOMOTORAS,,-102.27990909999998,21.88719083,83
1084913-999-177,1,1,2022,1,18,0,23,7,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,5,9,30,0,0,0,0,0,0,0,0,0,0,0,0,3,SIGLO XXI,SIGLO XXI,,-102.2524548,21.85657163,84
1084913-999-179,1,1,2022,1,23,30,23,7,1,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,4,9,37,0,0,0,0,0,0,0,0,0,0,0,0,3,AGUASCALIENTES - ZACATECAS,,AGUASCALIENTES - ZACATECAS,-102.2902043,21.9538763,85
1084913-999-18,1,1,2022,1,8,20,3,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,45,0,0,0,0,0,0,0,0,0,0,0,0,3,A ZACATECAS,,A ZACATECAS,-102.2907737,21.94105798,86
1084913-999-180,1,1,2022,1,20,45,25,2,1,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,5,9,24,0,0,0,0,0,0,0,0,0,0,0,0,3,MAHATMA GANDHI,VALENTE QUINTANA,,-102.29410240000001,21.85122145,87
1084913-999-181,1,1,2022,1,23,0,27,4,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,8,35,1,0,0,0,0,0,0,0,0,0,1,0,1,AGUASCALIENTES - ZACATECAS,AVENIDA SIGLO XXI,AGUASCALIENTES - ZACATECAS,-102.2907008,21.9446498,88
1084913-999-182,1,1,2022,1,4,0,29,6,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,INDEPENDENCIA,ARROYO EL MOLINO,,-102.2976307,21.93498358,89
1084913-999-183,1,1,2022,1,5,25,29,6,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,9,20,0,0,0,0,0,0,0,0,0,0,0,0,3,GABRIELA MISTRAL,PISCIS,,-102.2752389,21.90191917,90
1084913-999-184,1,1,2022,1,5,35,29,6,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,5,9,32,0,0,0,0,0,0,0,0,0,0,0,0,3,ALCALDES,AGUASCALIENTES ORIENTE,,-102.27450379999999,21.91567375,91
1084913-999-186,1,1,2022,1,11,30,29,6,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,9,38,0,0,0,0,0,0,0,0,0,0,0,0,3,MARIANO HIDALGO,ARTILLERO MIER,,-102.25745079999999,21.85695372,92
1084913-999-187,1,1,2022,1,23,10,29,6,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,9,45,0,0,0,0,0,0,0,0,0,0,0,0,3,UNIVERSIDAD,PASEO SIERRA HERMOSA,,-102.3149985,21.91958489,93
1084913-999-188,1,1,2022,1,20,30,30,7,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,5,9,29,0,0,0,0,0,0,0,0,0,0,0,0,3,GENERAL MIGUEL BARRAGÁN,ALFREDO LEWIS,,-102.2921944,21.89897785,94
1084913-999-189,1,1,2022,1,23,40,30,7,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4,9,39,0,0,0,0,0,0,0,0,0,0,0,0,3,GUADALUPANO,AGUASCALIENTES ORIENTE,,-102.2701902,21.90280672,95
